,country_pair,prompt_style,model_name,temperature,sim_score_1,sim_score_2,sim_diff,p-values
511,England-Ireland,Dual_Similar_Degree (DSD),gpt-3.5-turbo,0.001,15.0,15.0,0.0,[]
512,Germany-Austria,Dual_Similar_Degree (DSD),gpt-3.5-turbo,0.001,18.0,18.0,0.0,[]
513,U.S.S.R.-France,Dual_Similar_Degree (DSD),gpt-3.5-turbo,0.001,5.0,5.0,0.0,[]
514,Belgium-Luxembourg,Dual_Similar_Degree (DSD),gpt-3.5-turbo,0.001,18.0,18.0,0.0,[]
515,U.S.A.-U.S.S.R.,Dual_Similar_Degree (DSD),gpt-3.5-turbo,0.001,5.0,5.0,0.0,[]
516,China-North Korea,Dual_Similar_Degree (DSD),gpt-3.5-turbo,0.001,5.0,5.0,0.0,[]
517,India-Sri Lanka,Dual_Similar_Degree (DSD),gpt-3.5-turbo,0.001,15.0,15.0,0.0,[]
518,U.S.A.-France,Dual_Similar_Degree (DSD),gpt-3.5-turbo,0.001,,,,[]
519,U.S.S.R.-Cuba,Dual_Similar_Degree (DSD),gpt-3.5-turbo,0.001,,,,[]
520,England-Jordan,Dual_Similar_Degree (DSD),gpt-3.5-turbo,0.001,,,,[]
521,France-Israel,Dual_Similar_Degree (DSD),gpt-3.5-turbo,0.001,,,,[]
522,U.S.A.-Germany,Dual_Similar_Degree (DSD),gpt-3.5-turbo,0.001,,,,[]
523,U.S.S.R.-Syria,Dual_Similar_Degree (DSD),gpt-3.5-turbo,0.001,,,,[]
524,France-Algeria,Dual_Similar_Degree (DSD),gpt-3.5-turbo,0.001,15.0,15.0,0.0,[]
525,U.S.A.-Mexico,Dual_Similar_Degree (DSD),gpt-3.5-turbo,0.5,,,,[]
526,U.S.S.R.-Poland,Dual_Similar_Degree (DSD),gpt-3.5-turbo,0.5,15.0,15.0,0.0,[]
527,China-Albania,Dual_Similar_Degree (DSD),gpt-3.5-turbo,0.5,5.0,5.0,0.0,[]
528,U.S.A.-Israel,Dual_Similar_Degree (DSD),gpt-3.5-turbo,0.5,15.0,15.0,0.0,[]
529,Japan-Philippines,Dual_Similar_Degree (DSD),gpt-3.5-turbo,0.5,,,,[]
530,U.S.A.-Canada,Dual_Similar_Degree (DSD),gpt-3.5-turbo,0.5,18.0,18.0,0.0,[]
531,U.S.S.R.-Israel,Dual_Similar_Degree (DSD),gpt-3.5-turbo,0.5,5.0,5.0,0.0,[]
532,England-Ireland,Dual_Similar_Degree (DSD),gpt-3.5-turbo,0.5,15.0,15.0,0.0,[]
533,Germany-Austria,Dual_Similar_Degree (DSD),gpt-3.5-turbo,0.5,,,,[]
534,U.S.S.R.-France,Dual_Similar_Degree (DSD),gpt-3.5-turbo,0.5,5.0,5.0,0.0,[]
535,Belgium-Luxembourg,Dual_Similar_Degree (DSD),gpt-3.5-turbo,0.5,15.0,15.0,0.0,[]
536,U.S.A.-U.S.S.R.,Dual_Similar_Degree (DSD),gpt-3.5-turbo,0.5,,,,[]
537,China-North Korea,Dual_Similar_Degree (DSD),gpt-3.5-turbo,0.5,5.0,5.0,0.0,[]
538,India-Sri Lanka,Dual_Similar_Degree (DSD),gpt-3.5-turbo,0.5,,,,[]
539,U.S.A.-France,Dual_Similar_Degree (DSD),gpt-3.5-turbo,0.5,,,,[]
540,U.S.S.R.-Cuba,Dual_Similar_Degree (DSD),gpt-3.5-turbo,0.5,,,,[]
541,England-Jordan,Dual_Similar_Degree (DSD),gpt-3.5-turbo,0.5,,,,[]
542,France-Israel,Dual_Similar_Degree (DSD),gpt-3.5-turbo,0.5,,,,[]
543,U.S.A.-Germany,Dual_Similar_Degree (DSD),gpt-3.5-turbo,0.5,,,,[]
544,U.S.S.R.-Syria,Dual_Similar_Degree (DSD),gpt-3.5-turbo,0.5,5.0,5.0,0.0,[]
545,France-Algeria,Dual_Similar_Degree (DSD),gpt-3.5-turbo,0.5,15.0,15.0,0.0,[]
546,U.S.A.-Mexico,Dual_Similar_Degree (DSD),gpt-3.5-turbo,1.0,18.0,18.0,0.0,[]
547,U.S.S.R.-Poland,Dual_Similar_Degree (DSD),gpt-3.5-turbo,1.0,15.0,15.0,0.0,[]
548,China-Albania,Dual_Similar_Degree (DSD),gpt-3.5-turbo,1.0,4.0,4.0,0.0,[]
549,U.S.A.-Israel,Dual_Similar_Degree (DSD),gpt-3.5-turbo,1.0,15.0,15.0,0.0,[]
550,Japan-Philippines,Dual_Similar_Degree (DSD),gpt-3.5-turbo,1.0,15.0,15.0,0.0,[]
551,U.S.A.-Canada,Dual_Similar_Degree (DSD),gpt-3.5-turbo,1.0,17.0,17.0,0.0,[]
552,U.S.S.R.-Israel,Dual_Similar_Degree (DSD),gpt-3.5-turbo,1.0,,,,[]
553,England-Ireland,Dual_Similar_Degree (DSD),gpt-3.5-turbo,1.0,15.0,15.0,0.0,[]
554,Germany-Austria,Dual_Similar_Degree (DSD),gpt-3.5-turbo,1.0,18.0,18.0,0.0,[]
555,U.S.S.R.-France,Dual_Similar_Degree (DSD),gpt-3.5-turbo,1.0,5.0,5.0,0.0,[]
556,Belgium-Luxembourg,Dual_Similar_Degree (DSD),gpt-3.5-turbo,1.0,15.0,15.0,0.0,[]
557,U.S.A.-U.S.S.R.,Dual_Similar_Degree (DSD),gpt-3.5-turbo,1.0,5.0,5.0,0.0,[]
558,China-North Korea,Dual_Similar_Degree (DSD),gpt-3.5-turbo,1.0,5.0,5.0,0.0,[]
559,India-Sri Lanka,Dual_Similar_Degree (DSD),gpt-3.5-turbo,1.0,,,,[]
560,U.S.A.-France,Dual_Similar_Degree (DSD),gpt-3.5-turbo,1.0,15.0,15.0,0.0,[]
561,U.S.S.R.-Cuba,Dual_Similar_Degree (DSD),gpt-3.5-turbo,1.0,15.0,15.0,0.0,[]
562,England-Jordan,Dual_Similar_Degree (DSD),gpt-3.5-turbo,1.0,,,,[]
563,France-Israel,Dual_Similar_Degree (DSD),gpt-3.5-turbo,1.0,15.0,15.0,0.0,[]
564,U.S.A.-Germany,Dual_Similar_Degree (DSD),gpt-3.5-turbo,1.0,,,,[]
565,U.S.S.R.-Syria,Dual_Similar_Degree (DSD),gpt-3.5-turbo,1.0,5.0,5.0,0.0,[]
566,France-Algeria,Dual_Similar_Degree (DSD),gpt-3.5-turbo,1.0,15.0,15.0,0.0,[]
567,U.S.A.-Mexico,Dual_Similar_Degree (DSD),gpt-3.5-turbo,1.5,15.0,15.0,0.0,[]
568,U.S.S.R.-Poland,Dual_Similar_Degree (DSD),gpt-3.5-turbo,1.5,,,,[]
569,China-Albania,Dual_Similar_Degree (DSD),gpt-3.5-turbo,1.5,6.0,6.0,0.0,[]
570,U.S.A.-Israel,Dual_Similar_Degree (DSD),gpt-3.5-turbo,1.5,,,,[]
571,Japan-Philippines,Dual_Similar_Degree (DSD),gpt-3.5-turbo,1.5,10.0,10.0,0.0,[]
572,U.S.A.-Canada,Dual_Similar_Degree (DSD),gpt-3.5-turbo,1.5,17.0,18.0,-1.0,[]
573,U.S.S.R.-Israel,Dual_Similar_Degree (DSD),gpt-3.5-turbo,1.5,5.0,3.0,2.0,[]
574,England-Ireland,Dual_Similar_Degree (DSD),gpt-3.5-turbo,1.5,18.0,18.0,0.0,[]
575,Germany-Austria,Dual_Similar_Degree (DSD),gpt-3.5-turbo,1.5,18.0,18.0,0.0,[]
576,U.S.S.R.-France,Dual_Similar_Degree (DSD),gpt-3.5-turbo,1.5,5.0,5.0,0.0,[]
577,Belgium-Luxembourg,Dual_Similar_Degree (DSD),gpt-3.5-turbo,1.5,18.0,18.0,0.0,[]
578,U.S.A.-U.S.S.R.,Dual_Similar_Degree (DSD),gpt-3.5-turbo,1.5,10.0,10.0,0.0,[]
579,China-North Korea,Dual_Similar_Degree (DSD),gpt-3.5-turbo,1.5,5.0,5.0,0.0,[]
580,India-Sri Lanka,Dual_Similar_Degree (DSD),gpt-3.5-turbo,1.5,18.0,18.0,0.0,[]
581,U.S.A.-France,Dual_Similar_Degree (DSD),gpt-3.5-turbo,1.5,15.0,15.0,0.0,[]
582,U.S.S.R.-Cuba,Dual_Similar_Degree (DSD),gpt-3.5-turbo,1.5,15.0,15.0,0.0,[]
583,England-Jordan,Dual_Similar_Degree (DSD),gpt-3.5-turbo,1.5,,,,[]
584,France-Israel,Dual_Similar_Degree (DSD),gpt-3.5-turbo,1.5,13.0,13.0,0.0,[]
585,U.S.A.-Germany,Dual_Similar_Degree (DSD),gpt-3.5-turbo,1.5,,,,[]
586,U.S.S.R.-Syria,Dual_Similar_Degree (DSD),gpt-3.5-turbo,1.5,5.0,5.0,0.0,[]
587,France-Algeria,Dual_Similar_Degree (DSD),gpt-3.5-turbo,1.5,5.0,5.0,0.0,[]
588,U.S.A.-Mexico,Dual_Similar_Degree (DSD),gpt-4,0.001,10.0,10.0,0.0,[]
589,U.S.S.R.-Poland,Dual_Similar_Degree (DSD),gpt-4,0.001,7.0,7.0,0.0,[]
590,China-Albania,Dual_Similar_Degree (DSD),gpt-4,0.001,5.0,5.0,0.0,[]
591,U.S.A.-Israel,Dual_Similar_Degree (DSD),gpt-4,0.001,12.0,12.0,0.0,[]
592,Japan-Philippines,Dual_Similar_Degree (DSD),gpt-4,0.001,10.0,10.0,0.0,[]
593,U.S.A.-Canada,Dual_Similar_Degree (DSD),gpt-4,0.001,15.0,15.0,0.0,[]
594,U.S.S.R.-Israel,Dual_Similar_Degree (DSD),gpt-4,0.001,5.0,5.0,0.0,[]
595,England-Ireland,Dual_Similar_Degree (DSD),gpt-4,0.001,15.0,15.0,0.0,[]
596,Germany-Austria,Dual_Similar_Degree (DSD),gpt-4,0.001,15.0,15.0,0.0,[]
597,U.S.S.R.-France,Dual_Similar_Degree (DSD),gpt-4,0.001,5.0,5.0,0.0,[]
598,Belgium-Luxembourg,Dual_Similar_Degree (DSD),gpt-4,0.001,18.0,18.0,0.0,[]
599,U.S.A.-U.S.S.R.,Dual_Similar_Degree (DSD),gpt-4,0.001,7.0,7.0,0.0,[]
600,China-North Korea,Dual_Similar_Degree (DSD),gpt-4,0.001,7.0,7.0,0.0,[]
601,India-Sri Lanka,Dual_Similar_Degree (DSD),gpt-4,0.001,15.0,15.0,0.0,[]
602,U.S.A.-France,Dual_Similar_Degree (DSD),gpt-4,0.001,10.0,10.0,0.0,[]
603,U.S.S.R.-Cuba,Dual_Similar_Degree (DSD),gpt-4,0.001,15.0,15.0,0.0,[]
604,England-Jordan,Dual_Similar_Degree (DSD),gpt-4,0.001,5.0,5.0,0.0,[]
605,France-Israel,Dual_Similar_Degree (DSD),gpt-4,0.001,10.0,10.0,0.0,[]
606,U.S.A.-Germany,Dual_Similar_Degree (DSD),gpt-4,0.001,12.0,12.0,0.0,[]
607,U.S.S.R.-Syria,Dual_Similar_Degree (DSD),gpt-4,0.001,5.0,5.0,0.0,[]
608,France-Algeria,Dual_Similar_Degree (DSD),gpt-4,0.001,7.0,7.0,0.0,[]
609,U.S.A.-Mexico,Dual_Similar_Degree (DSD),gpt-4,0.5,10.0,10.0,0.0,[]
610,U.S.S.R.-Poland,Dual_Similar_Degree (DSD),gpt-4,0.5,5.0,5.0,0.0,[]
611,China-Albania,Dual_Similar_Degree (DSD),gpt-4,0.5,5.0,5.0,0.0,[]
612,U.S.A.-Israel,Dual_Similar_Degree (DSD),gpt-4,0.5,12.0,12.0,0.0,[]
613,Japan-Philippines,Dual_Similar_Degree (DSD),gpt-4,0.5,10.0,10.0,0.0,[]
614,U.S.A.-Canada,Dual_Similar_Degree (DSD),gpt-4,0.5,15.0,15.0,0.0,[]
615,U.S.S.R.-Israel,Dual_Similar_Degree (DSD),gpt-4,0.5,5.0,5.0,0.0,[]
616,England-Ireland,Dual_Similar_Degree (DSD),gpt-4,0.5,15.0,15.0,0.0,[]
617,Germany-Austria,Dual_Similar_Degree (DSD),gpt-4,0.5,15.0,15.0,0.0,[]
618,U.S.S.R.-France,Dual_Similar_Degree (DSD),gpt-4,0.5,5.0,5.0,0.0,[]
619,Belgium-Luxembourg,Dual_Similar_Degree (DSD),gpt-4,0.5,18.0,18.0,0.0,[]
620,U.S.A.-U.S.S.R.,Dual_Similar_Degree (DSD),gpt-4,0.5,8.0,8.0,0.0,[]
621,China-North Korea,Dual_Similar_Degree (DSD),gpt-4,0.5,7.0,7.0,0.0,[]
622,India-Sri Lanka,Dual_Similar_Degree (DSD),gpt-4,0.5,15.0,15.0,0.0,[]
623,U.S.A.-France,Dual_Similar_Degree (DSD),gpt-4,0.5,10.0,10.0,0.0,[]
624,U.S.S.R.-Cuba,Dual_Similar_Degree (DSD),gpt-4,0.5,12.0,12.0,0.0,[]
625,England-Jordan,Dual_Similar_Degree (DSD),gpt-4,0.5,7.0,7.0,0.0,[]
626,France-Israel,Dual_Similar_Degree (DSD),gpt-4,0.5,10.0,10.0,0.0,[]
627,U.S.A.-Germany,Dual_Similar_Degree (DSD),gpt-4,0.5,12.0,12.0,0.0,[]
628,U.S.S.R.-Syria,Dual_Similar_Degree (DSD),gpt-4,0.5,6.0,6.0,0.0,[]
629,France-Algeria,Dual_Similar_Degree (DSD),gpt-4,0.5,7.0,7.0,0.0,[]
630,U.S.A.-Mexico,Dual_Similar_Degree (DSD),gpt-4,1.0,10.0,10.0,0.0,[]
631,U.S.S.R.-Poland,Dual_Similar_Degree (DSD),gpt-4,1.0,10.0,10.0,0.0,[]
632,China-Albania,Dual_Similar_Degree (DSD),gpt-4,1.0,5.0,5.0,0.0,[]
633,U.S.A.-Israel,Dual_Similar_Degree (DSD),gpt-4,1.0,12.0,12.0,0.0,[]
634,Japan-Philippines,Dual_Similar_Degree (DSD),gpt-4,1.0,7.0,7.0,0.0,[]
635,U.S.A.-Canada,Dual_Similar_Degree (DSD),gpt-4,1.0,15.0,15.0,0.0,[]
636,U.S.S.R.-Israel,Dual_Similar_Degree (DSD),gpt-4,1.0,5.0,5.0,0.0,[]
637,England-Ireland,Dual_Similar_Degree (DSD),gpt-4,1.0,15.0,15.0,0.0,[]
638,Germany-Austria,Dual_Similar_Degree (DSD),gpt-4,1.0,18.0,18.0,0.0,[]
639,U.S.S.R.-France,Dual_Similar_Degree (DSD),gpt-4,1.0,6.0,6.0,0.0,[]
640,Belgium-Luxembourg,Dual_Similar_Degree (DSD),gpt-4,1.0,15.0,15.0,0.0,[]
641,U.S.A.-U.S.S.R.,Dual_Similar_Degree (DSD),gpt-4,1.0,6.0,6.0,0.0,[]
642,China-North Korea,Dual_Similar_Degree (DSD),gpt-4,1.0,8.0,9.0,-1.0,[]
643,India-Sri Lanka,Dual_Similar_Degree (DSD),gpt-4,1.0,11.0,11.0,0.0,[]
644,U.S.A.-France,Dual_Similar_Degree (DSD),gpt-4,1.0,10.0,10.0,0.0,[]
645,U.S.S.R.-Cuba,Dual_Similar_Degree (DSD),gpt-4,1.0,14.0,14.0,0.0,[]
646,England-Jordan,Dual_Similar_Degree (DSD),gpt-4,1.0,10.0,10.0,0.0,[]
647,France-Israel,Dual_Similar_Degree (DSD),gpt-4,1.0,7.0,7.0,0.0,[]
648,U.S.A.-Germany,Dual_Similar_Degree (DSD),gpt-4,1.0,12.0,12.0,0.0,[]
649,U.S.S.R.-Syria,Dual_Similar_Degree (DSD),gpt-4,1.0,4.0,4.0,0.0,[]
650,France-Algeria,Dual_Similar_Degree (DSD),gpt-4,1.0,7.0,7.0,0.0,[]
651,U.S.A.-Mexico,Dual_Similar_Degree (DSD),gpt-4,1.5,10.0,10.0,0.0,[]
652,U.S.S.R.-Poland,Dual_Similar_Degree (DSD),gpt-4,1.5,10.0,10.0,0.0,[]
653,China-Albania,Dual_Similar_Degree (DSD),gpt-4,1.5,7.0,3.0,4.0,[]
654,U.S.A.-Israel,Dual_Similar_Degree (DSD),gpt-4,1.5,16.0,15.0,1.0,[]
655,Japan-Philippines,Dual_Similar_Degree (DSD),gpt-4,1.5,10.0,10.0,0.0,[]
656,U.S.A.-Canada,Dual_Similar_Degree (DSD),gpt-4,1.5,15.0,15.0,0.0,[]
657,U.S.S.R.-Israel,Dual_Similar_Degree (DSD),gpt-4,1.5,5.0,5.0,0.0,[]
658,England-Ireland,Dual_Similar_Degree (DSD),gpt-4,1.5,15.0,15.0,0.0,[]
659,Germany-Austria,Dual_Similar_Degree (DSD),gpt-4,1.5,15.0,15.0,0.0,[]
660,U.S.S.R.-France,Dual_Similar_Degree (DSD),gpt-4,1.5,5.0,5.0,0.0,[]
661,Belgium-Luxembourg,Dual_Similar_Degree (DSD),gpt-4,1.5,17.0,17.0,0.0,[]
662,U.S.A.-U.S.S.R.,Dual_Similar_Degree (DSD),gpt-4,1.5,7.0,7.0,0.0,[]
663,China-North Korea,Dual_Similar_Degree (DSD),gpt-4,1.5,6.0,5.0,1.0,[]
664,India-Sri Lanka,Dual_Similar_Degree (DSD),gpt-4,1.5,15.0,15.0,0.0,[]
665,U.S.A.-France,Dual_Similar_Degree (DSD),gpt-4,1.5,12.0,12.0,0.0,[]
666,U.S.S.R.-Cuba,Dual_Similar_Degree (DSD),gpt-4,1.5,14.0,14.0,0.0,[]
667,England-Jordan,Dual_Similar_Degree (DSD),gpt-4,1.5,6.0,6.0,0.0,[]
668,France-Israel,Dual_Similar_Degree (DSD),gpt-4,1.5,10.0,10.0,0.0,[]
669,U.S.A.-Germany,Dual_Similar_Degree (DSD),gpt-4,1.5,6.0,6.0,0.0,[]
670,U.S.S.R.-Syria,Dual_Similar_Degree (DSD),gpt-4,1.5,5.0,5.0,0.0,[]
671,France-Algeria,Dual_Similar_Degree (DSD),gpt-4,1.5,7.0,7.0,0.0,[]
