country_pair,prompt_style,model_name,temperature,sim_score_1,sim_score_2,sim_diff
U.S.S.R.-Cuba,SSA,llama3_8B,1.0,10,2,8
England-Jordan,SSA,llama3_8B,1.0,2,8,-6
France-Israel,SSA,llama3_8B,1.0,2,8,-6
U.S.A.-Germany,SSA,llama3_8B,1.0,12,12,0
U.S.S.R.-Syria,SSA,llama3_8B,1.0,2,2,0
France-Algeria,SSA,llama3_8B,1.0,12,12,0
U.S.A.-Mexico,SSA,llama3_8B,1.5,15,14,1
U.S.S.R.-Poland,SSA,llama3_8B,1.5,8,2,6
China-Albania,SSA,llama3_8B,1.5,3,2,1
U.S.A.-Israel,SSA,llama3_8B,1.5,10,16,-6
Japan-Philippines,SSA,llama3_8B,1.5,8,10,-2
U.S.A.-Canada,SSA,llama3_8B,1.5,17,15,2
U.S.S.R.-Israel,SSA,llama3_8B,1.5,2,0,2
England-Ireland,SSA,llama3_8B,1.5,14,14,0
Germany-Austria,SSA,llama3_8B,1.5,14,12,2
U.S.S.R.-France,SSA,llama3_8B,1.5,2,0,2
Belgium-Luxembourg,SSA,llama3_8B,1.5,16,16,0
U.S.A.-U.S.S.R.,SSA,llama3_8B,1.5,0,3,-3
China-North Korea,SSA,llama3_8B,1.5,14,15,-1
India-Sri Lanka,SSA,llama3_8B,1.5,12,16,-4
U.S.A.-France,SSA,llama3_8B,1.5,8,10,-2
U.S.S.R.-Cuba,SSA,llama3_8B,1.5,4,2,2
England-Jordan,SSA,llama3_8B,1.5,2,3,-1
France-Israel,SSA,llama3_8B,1.5,2,8,-6
U.S.A.-Germany,SSA,llama3_8B,1.5,10,12,-2
U.S.S.R.-Syria,SSA,llama3_8B,1.5,2,2,0
France-Algeria,SSA,llama3_8B,1.5,8,12,-4
U.S.A.-Mexico,SSA,llama2_13B,0.001,12,12,0
U.S.S.R.-Poland,SSA,llama2_13B,0.001,12,8,4
China-Albania,SSA,llama2_13B,0.001,8,8,0
U.S.A.-Israel,SSA,llama2_13B,0.001,12,12,0
Japan-Philippines,SSA,llama2_13B,0.001,12,12,0
U.S.A.-Canada,SSA,llama2_13B,0.001,12,12,0
U.S.S.R.-Israel,SSA,llama2_13B,0.001,10,8,2
England-Ireland,SSA,llama2_13B,0.001,12,12,0
Germany-Austria,SSA,llama2_13B,0.001,15,12,3
U.S.S.R.-France,SSA,llama2_13B,0.001,8,8,0
Belgium-Luxembourg,SSA,llama2_13B,0.001,12,12,0
U.S.A.-U.S.S.R.,SSA,llama2_13B,0.001,10,10,0
China-North Korea,SSA,llama2_13B,0.001,12,12,0
India-Sri Lanka,SSA,llama2_13B,0.001,12,12,0
U.S.A.-France,SSA,llama2_13B,0.001,12,12,0
U.S.S.R.-Cuba,SSA,llama2_13B,0.001,12,12,0
England-Jordan,SSA,llama2_13B,0.001,12,12,0
France-Israel,SSA,llama2_13B,0.001,12,12,0
U.S.A.-Germany,SSA,llama2_13B,0.001,12,12,0
U.S.S.R.-Syria,SSA,llama2_13B,0.001,8,2,6
France-Algeria,SSA,llama2_13B,0.001,12,12,0
U.S.A.-Mexico,SSA,llama2_13B,0.5,10,12,-2
U.S.S.R.-Poland,SSA,llama2_13B,0.5,12,10,2
China-Albania,SSA,llama2_13B,0.5,8,8,0
U.S.A.-Israel,SSA,llama2_13B,0.5,12,12,0
Japan-Philippines,SSA,llama2_13B,0.5,12,8,4
U.S.A.-Canada,SSA,llama2_13B,0.5,13,12,1
U.S.S.R.-Israel,SSA,llama2_13B,0.5,8,5,3
England-Ireland,SSA,llama2_13B,0.5,10,12,-2
Germany-Austria,SSA,llama2_13B,0.5,15,12,3
U.S.S.R.-France,SSA,llama2_13B,0.5,10,8,2
Belgium-Luxembourg,SSA,llama2_13B,0.5,12,12,0
U.S.A.-U.S.S.R.,SSA,llama2_13B,0.5,10,8,2
China-North Korea,SSA,llama2_13B,0.5,12,12,0
India-Sri Lanka,SSA,llama2_13B,0.5,12,12,0
U.S.A.-France,SSA,llama2_13B,0.5,12,12,0
U.S.S.R.-Cuba,SSA,llama2_13B,0.5,12,12,0
England-Jordan,SSA,llama2_13B,0.5,10,12,-2
France-Israel,SSA,llama2_13B,0.5,12,12,0
U.S.A.-Germany,SSA,llama2_13B,0.5,12,12,0
U.S.S.R.-Syria,SSA,llama2_13B,0.5,8,2,6
France-Algeria,SSA,llama2_13B,0.5,12,12,0
U.S.A.-Mexico,SSA,llama2_13B,1.0,10,12,-2
U.S.S.R.-Poland,SSA,llama2_13B,1.0,8,12,-4
China-Albania,SSA,llama2_13B,1.0,8,8,0
U.S.A.-Israel,SSA,llama2_13B,1.0,15,14,1
Japan-Philippines,SSA,llama2_13B,1.0,12,12,0
U.S.A.-Canada,SSA,llama2_13B,1.0,12,12,0
U.S.S.R.-Israel,SSA,llama2_13B,1.0,10,10,0
England-Ireland,SSA,llama2_13B,1.0,12,12,0
Germany-Austria,SSA,llama2_13B,1.0,12,13,-1
U.S.S.R.-France,SSA,llama2_13B,1.0,12,8,4
Belgium-Luxembourg,SSA,llama2_13B,1.0,12,12,0
U.S.A.-U.S.S.R.,SSA,llama2_13B,1.0,10,5,5
China-North Korea,SSA,llama2_13B,1.0,12,13,-1
India-Sri Lanka,SSA,llama2_13B,1.0,10,12,-2
U.S.A.-France,SSA,llama2_13B,1.0,12,12,0
U.S.S.R.-Cuba,SSA,llama2_13B,1.0,12,12,0
England-Jordan,SSA,llama2_13B,1.0,10,10,0
France-Israel,SSA,llama2_13B,1.0,12,12,0
U.S.A.-Germany,SSA,llama2_13B,1.0,10,12,-2
U.S.S.R.-Syria,SSA,llama2_13B,1.0,12,8,4
France-Algeria,SSA,llama2_13B,1.0,12,12,0
U.S.A.-Mexico,SSA,llama2_13B,1.5,10,10,0
U.S.S.R.-Poland,SSA,llama2_13B,1.5,12,8,4
China-Albania,SSA,llama2_13B,1.5,12,10,2
U.S.A.-Israel,SSA,llama2_13B,1.5,12,12,0
Japan-Philippines,SSA,llama2_13B,1.5,12,8,4
U.S.A.-Canada,SSA,llama2_13B,1.5,14,12,2
U.S.S.R.-Israel,SSA,llama2_13B,1.5,10,5,5
England-Ireland,SSA,llama2_13B,1.5,10,12,-2
Germany-Austria,SSA,llama2_13B,1.5,14,12,2
U.S.S.R.-France,SSA,llama2_13B,1.5,8,5,3
Belgium-Luxembourg,SSA,llama2_13B,1.5,12,12,0
U.S.A.-U.S.S.R.,SSA,llama2_13B,1.5,8,10,-2
China-North Korea,SSA,llama2_13B,1.5,12,16,-4
India-Sri Lanka,SSA,llama2_13B,1.5,10,12,-2
U.S.A.-France,SSA,llama2_13B,1.5,12,10,2
U.S.S.R.-Cuba,SSA,llama2_13B,1.5,12,12,0
England-Jordan,SSA,llama2_13B,1.5,8,12,-4
France-Israel,SSA,llama2_13B,1.5,1,12,-11
U.S.A.-Germany,SSA,llama2_13B,1.5,12,12,0
U.S.S.R.-Syria,SSA,llama2_13B,1.5,8,4,4
France-Algeria,SSA,llama2_13B,1.5,10,12,-2
U.S.A.-Mexico,SSD,gpt-3.5-turbo,0.001,12,12,0
U.S.S.R.-Poland,SSD,gpt-3.5-turbo,0.001,12,10,2
China-Albania,SSD,gpt-3.5-turbo,0.001,6,5,1
U.S.A.-Israel,SSD,gpt-3.5-turbo,0.001,12,15,-3
Japan-Philippines,SSD,gpt-3.5-turbo,0.001,12,12,0
U.S.A.-Canada,SSD,gpt-3.5-turbo,0.001,15,15,0
U.S.S.R.-Israel,SSD,gpt-3.5-turbo,0.001,5,5,0
England-Ireland,SSD,gpt-3.5-turbo,0.001,15,12,3
Germany-Austria,SSD,gpt-3.5-turbo,0.001,16,15,1
U.S.S.R.-France,SSD,gpt-3.5-turbo,0.001,10,5,5
Belgium-Luxembourg,SSD,gpt-3.5-turbo,0.001,15,15,0
U.S.A.-U.S.S.R.,SSD,gpt-3.5-turbo,0.001,5,10,-5
China-North Korea,SSD,gpt-3.5-turbo,0.001,10,12,-2
India-Sri Lanka,SSD,gpt-3.5-turbo,0.001,15,15,0
U.S.A.-France,SSD,gpt-3.5-turbo,0.001,12,12,0
U.S.S.R.-Cuba,SSD,gpt-3.5-turbo,0.001,15,12,3
England-Jordan,SSD,gpt-3.5-turbo,0.001,8,10,-2
France-Israel,SSD,gpt-3.5-turbo,0.001,12,12,0
U.S.A.-Germany,SSD,gpt-3.5-turbo,0.001,12,12,0
U.S.S.R.-Syria,SSD,gpt-3.5-turbo,0.001,10,10,0
France-Algeria,SSD,gpt-3.5-turbo,0.001,10,12,-2
U.S.A.-Mexico,SSD,gpt-3.5-turbo,0.5,12,12,0
U.S.S.R.-Poland,SSD,gpt-3.5-turbo,0.5,10,12,-2
China-Albania,SSD,gpt-3.5-turbo,0.5,6,6,0
U.S.A.-Israel,SSD,gpt-3.5-turbo,0.5,12,15,-3
Japan-Philippines,SSD,gpt-3.5-turbo,0.5,12,12,0
U.S.A.-Canada,SSD,gpt-3.5-turbo,0.5,15,15,0
U.S.S.R.-Israel,SSD,gpt-3.5-turbo,0.5,5,5,0
England-Ireland,SSD,gpt-3.5-turbo,0.5,15,12,3
Germany-Austria,SSD,gpt-3.5-turbo,0.5,15,15,0
U.S.S.R.-France,SSD,gpt-3.5-turbo,0.5,8,5,3
Belgium-Luxembourg,SSD,gpt-3.5-turbo,0.5,15,15,0
U.S.A.-U.S.S.R.,SSD,gpt-3.5-turbo,0.5,5,10,-5
China-North Korea,SSD,gpt-3.5-turbo,0.5,10,12,-2
India-Sri Lanka,SSD,gpt-3.5-turbo,0.5,15,15,0
U.S.A.-France,SSD,gpt-3.5-turbo,0.5,12,12,0
U.S.S.R.-Cuba,SSD,gpt-3.5-turbo,0.5,15,15,0
England-Jordan,SSD,gpt-3.5-turbo,0.5,10,10,0
France-Israel,SSD,gpt-3.5-turbo,0.5,12,12,0
U.S.A.-Germany,SSD,gpt-3.5-turbo,0.5,12,12,0
U.S.S.R.-Syria,SSD,gpt-3.5-turbo,0.5,12,10,2
France-Algeria,SSD,gpt-3.5-turbo,0.5,10,12,-2
U.S.A.-Mexico,SSD,gpt-3.5-turbo,1.0,10,10,0
U.S.S.R.-Poland,SSD,gpt-3.5-turbo,1.0,12,10,2
China-Albania,SSD,gpt-3.5-turbo,1.0,6,5,1
U.S.A.-Israel,SSD,gpt-3.5-turbo,1.0,12,14,-2
Japan-Philippines,SSD,gpt-3.5-turbo,1.0,12,12,0
U.S.A.-Canada,SSD,gpt-3.5-turbo,1.0,15,15,0
U.S.S.R.-Israel,SSD,gpt-3.5-turbo,1.0,5,4,1
England-Ireland,SSD,gpt-3.5-turbo,1.0,12,12,0
Germany-Austria,SSD,gpt-3.5-turbo,1.0,16,15,1
U.S.S.R.-France,SSD,gpt-3.5-turbo,1.0,9,6,3
Belgium-Luxembourg,SSD,gpt-3.5-turbo,1.0,16,15,1
U.S.A.-U.S.S.R.,SSD,gpt-3.5-turbo,1.0,4,5,-1
China-North Korea,SSD,gpt-3.5-turbo,1.0,10,10,0
India-Sri Lanka,SSD,gpt-3.5-turbo,1.0,12,15,-3
U.S.A.-France,SSD,gpt-3.5-turbo,1.0,12,12,0
U.S.S.R.-Cuba,SSD,gpt-3.5-turbo,1.0,14,10,4
England-Jordan,SSD,gpt-3.5-turbo,1.0,8,12,-4
France-Israel,SSD,gpt-3.5-turbo,1.0,10,10,0
U.S.A.-Germany,SSD,gpt-3.5-turbo,1.0,12,12,0
U.S.S.R.-Syria,SSD,gpt-3.5-turbo,1.0,8,10,-2
France-Algeria,SSD,gpt-3.5-turbo,1.0,10,12,-2
U.S.A.-Mexico,SSD,gpt-3.5-turbo,1.5,12,12,0
U.S.S.R.-Poland,SSD,gpt-3.5-turbo,1.5,10,10,0
China-Albania,SSD,gpt-3.5-turbo,1.5,10,6,4
U.S.A.-Israel,SSD,gpt-3.5-turbo,1.5,10,15,-5
Japan-Philippines,SSD,gpt-3.5-turbo,1.5,12,8,4
U.S.A.-Canada,SSD,gpt-3.5-turbo,1.5,15,16,-1
U.S.S.R.-Israel,SSD,gpt-3.5-turbo,1.5,5,5,0
England-Ireland,SSD,gpt-3.5-turbo,1.5,15,12,3
Germany-Austria,SSD,gpt-3.5-turbo,1.5,15,16,-1
U.S.S.R.-France,SSD,gpt-3.5-turbo,1.5,7,5,2
Belgium-Luxembourg,SSD,gpt-3.5-turbo,1.5,15,14,1
U.S.A.-U.S.S.R.,SSD,gpt-3.5-turbo,1.5,10,8,2
China-North Korea,SSD,gpt-3.5-turbo,1.5,10,12,-2
India-Sri Lanka,SSD,gpt-3.5-turbo,1.5,14,12,2
U.S.A.-France,SSD,gpt-3.5-turbo,1.5,10,13,-3
U.S.S.R.-Cuba,SSD,gpt-3.5-turbo,1.5,14,12,2
England-Jordan,SSD,gpt-3.5-turbo,1.5,6,12,-6
France-Israel,SSD,gpt-3.5-turbo,1.5,13,12,1
U.S.A.-Germany,SSD,gpt-3.5-turbo,1.5,12,12,0
U.S.S.R.-Syria,SSD,gpt-3.5-turbo,1.5,12,12,0
France-Algeria,SSD,gpt-3.5-turbo,1.5,10,14,-4
U.S.A.-Mexico,SST,gpt-3.5-turbo,0.001,15,15,0
U.S.S.R.-Poland,SST,gpt-3.5-turbo,0.001,10,5,5
China-Albania,SST,gpt-3.5-turbo,0.001,5,5,0
U.S.A.-Israel,SST,gpt-3.5-turbo,0.001,12,15,-3
Japan-Philippines,SST,gpt-3.5-turbo,0.001,12,12,0
U.S.A.-Canada,SST,gpt-3.5-turbo,0.001,15,15,0
U.S.S.R.-Israel,SST,gpt-3.5-turbo,0.001,5,5,0
England-Ireland,SST,gpt-3.5-turbo,0.001,15,15,0
Germany-Austria,SST,gpt-3.5-turbo,0.001,15,15,0
U.S.S.R.-France,SST,gpt-3.5-turbo,0.001,10,5,5
Belgium-Luxembourg,SST,gpt-3.5-turbo,0.001,15,15,0
U.S.A.-U.S.S.R.,SST,gpt-3.5-turbo,0.001,5,10,-5
China-North Korea,SST,gpt-3.5-turbo,0.001,10,12,-2
India-Sri Lanka,SST,gpt-3.5-turbo,0.001,15,15,0
U.S.A.-France,SST,gpt-3.5-turbo,0.001,12,12,0
U.S.S.R.-Cuba,SST,gpt-3.5-turbo,0.001,15,12,3
England-Jordan,SST,gpt-3.5-turbo,0.001,5,10,-5
France-Israel,SST,gpt-3.5-turbo,0.001,12,12,0
U.S.A.-Germany,SST,gpt-3.5-turbo,0.001,12,12,0
U.S.S.R.-Syria,SST,gpt-3.5-turbo,0.001,10,10,0
France-Algeria,SST,gpt-3.5-turbo,0.001,10,12,-2
U.S.A.-Mexico,SST,gpt-3.5-turbo,0.5,15,15,0
U.S.S.R.-Poland,SST,gpt-3.5-turbo,0.5,10,5,5
China-Albania,SST,gpt-3.5-turbo,0.5,5,6,-1
U.S.A.-Israel,SST,gpt-3.5-turbo,0.5,12,15,-3
Japan-Philippines,SST,gpt-3.5-turbo,0.5,12,12,0
U.S.A.-Canada,SST,gpt-3.5-turbo,0.5,15,15,0
U.S.S.R.-Israel,SST,gpt-3.5-turbo,0.5,5,2,3
England-Ireland,SST,gpt-3.5-turbo,0.5,15,15,0
Germany-Austria,SST,gpt-3.5-turbo,0.5,17,15,2
U.S.S.R.-France,SST,gpt-3.5-turbo,0.5,10,2,8
Belgium-Luxembourg,SST,gpt-3.5-turbo,0.5,15,15,0
U.S.A.-U.S.S.R.,SST,gpt-3.5-turbo,0.5,5,10,-5
China-North Korea,SST,gpt-3.5-turbo,0.5,10,12,-2
India-Sri Lanka,SST,gpt-3.5-turbo,0.5,15,15,0
U.S.A.-France,SST,gpt-3.5-turbo,0.5,12,12,0
U.S.S.R.-Cuba,SST,gpt-3.5-turbo,0.5,12,10,2
England-Jordan,SST,gpt-3.5-turbo,0.5,5,10,-5
France-Israel,SST,gpt-3.5-turbo,0.5,12,12,0
U.S.A.-Germany,SST,gpt-3.5-turbo,0.5,12,12,0
U.S.S.R.-Syria,SST,gpt-3.5-turbo,0.5,8,10,-2
France-Algeria,SST,gpt-3.5-turbo,0.5,10,10,0
U.S.A.-Mexico,SST,gpt-3.5-turbo,1.0,15,15,0
U.S.S.R.-Poland,SST,gpt-3.5-turbo,1.0,10,5,5
China-Albania,SST,gpt-3.5-turbo,1.0,5,8,-3
U.S.A.-Israel,SST,gpt-3.5-turbo,1.0,15,12,3
Japan-Philippines,SST,gpt-3.5-turbo,1.0,10,12,-2
U.S.A.-Canada,SST,gpt-3.5-turbo,1.0,15,15,0
U.S.S.R.-Israel,SST,gpt-3.5-turbo,1.0,5,2,3
England-Ireland,SST,gpt-3.5-turbo,1.0,15,15,0
Germany-Austria,SST,gpt-3.5-turbo,1.0,17,15,2
U.S.S.R.-France,SST,gpt-3.5-turbo,1.0,8,5,3
Belgium-Luxembourg,SST,gpt-3.5-turbo,1.0,15,15,0
U.S.A.-U.S.S.R.,SST,gpt-3.5-turbo,1.0,10,10,0
China-North Korea,SST,gpt-3.5-turbo,1.0,10,12,-2
India-Sri Lanka,SST,gpt-3.5-turbo,1.0,15,15,0
U.S.A.-France,SST,gpt-3.5-turbo,1.0,12,12,0
U.S.S.R.-Cuba,SST,gpt-3.5-turbo,1.0,12,12,0
England-Jordan,SST,gpt-3.5-turbo,1.0,5,10,-5
France-Israel,SST,gpt-3.5-turbo,1.0,12,10,2
U.S.A.-Germany,SST,gpt-3.5-turbo,1.0,12,15,-3
U.S.S.R.-Syria,SST,gpt-3.5-turbo,1.0,6,10,-4
France-Algeria,SST,gpt-3.5-turbo,1.0,10,10,0
U.S.A.-Mexico,SST,gpt-3.5-turbo,1.5,10,14,-4
U.S.S.R.-Poland,SST,gpt-3.5-turbo,1.5,12,5,7
China-Albania,SST,gpt-3.5-turbo,1.5,6,8,-2
U.S.A.-Israel,SST,gpt-3.5-turbo,1.5,12,12,0
Japan-Philippines,SST,gpt-3.5-turbo,1.5,12,11,1
U.S.A.-Canada,SST,gpt-3.5-turbo,1.5,15,16,-1
U.S.S.R.-Israel,SST,gpt-3.5-turbo,1.5,5,5,0
England-Ireland,SST,gpt-3.5-turbo,1.5,15,10,5
Germany-Austria,SST,gpt-3.5-turbo,1.5,17,18,-1
U.S.S.R.-France,SST,gpt-3.5-turbo,1.5,10,2,8
Belgium-Luxembourg,SST,gpt-3.5-turbo,1.5,16,15,1
U.S.A.-U.S.S.R.,SST,gpt-3.5-turbo,1.5,3,14,-11
China-North Korea,SST,gpt-3.5-turbo,1.5,7,10,-3
India-Sri Lanka,SST,gpt-3.5-turbo,1.5,15,15,0
U.S.A.-France,SST,gpt-3.5-turbo,1.5,12,12,0
U.S.S.R.-Cuba,SST,gpt-3.5-turbo,1.5,13,12,1
England-Jordan,SST,gpt-3.5-turbo,1.5,7,12,-5
France-Israel,SST,gpt-3.5-turbo,1.5,12,14,-2
U.S.A.-Germany,SST,gpt-3.5-turbo,1.5,12,12,0
U.S.S.R.-Syria,SST,gpt-3.5-turbo,1.5,8,7,1
France-Algeria,SST,gpt-3.5-turbo,1.5,5,8,-3
U.S.A.-Mexico,SSA,gpt-3.5-turbo,0.001,15,15,0
U.S.S.R.-Poland,SSA,gpt-3.5-turbo,0.001,12,10,2
China-Albania,SSA,gpt-3.5-turbo,0.001,6,8,-2
U.S.A.-Israel,SSA,gpt-3.5-turbo,0.001,15,15,0
Japan-Philippines,SSA,gpt-3.5-turbo,0.001,14,15,-1
U.S.A.-Canada,SSA,gpt-3.5-turbo,0.001,18,15,3
U.S.S.R.-Israel,SSA,gpt-3.5-turbo,0.001,5,5,0
England-Ireland,SSA,gpt-3.5-turbo,0.001,12,12,0
Germany-Austria,SSA,gpt-3.5-turbo,0.001,16,15,1
U.S.S.R.-France,SSA,gpt-3.5-turbo,0.001,10,5,5
Belgium-Luxembourg,SSA,gpt-3.5-turbo,0.001,15,15,0
U.S.A.-U.S.S.R.,SSA,gpt-3.5-turbo,0.001,10,10,0
China-North Korea,SSA,gpt-3.5-turbo,0.001,15,15,0
India-Sri Lanka,SSA,gpt-3.5-turbo,0.001,15,15,0
U.S.A.-France,SSA,gpt-3.5-turbo,0.001,15,12,3
U.S.S.R.-Cuba,SSA,gpt-3.5-turbo,0.001,15,15,0
England-Jordan,SSA,gpt-3.5-turbo,0.001,10,10,0
France-Israel,SSA,gpt-3.5-turbo,0.001,12,12,0
U.S.A.-Germany,SSA,gpt-3.5-turbo,0.001,15,15,0
U.S.S.R.-Syria,SSA,gpt-3.5-turbo,0.001,10,10,0
France-Algeria,SSA,gpt-3.5-turbo,0.001,12,12,0
U.S.A.-Mexico,SSA,gpt-3.5-turbo,0.5,15,15,0
U.S.S.R.-Poland,SSA,gpt-3.5-turbo,0.5,10,12,-2
China-Albania,SSA,gpt-3.5-turbo,0.5,5,5,0
U.S.A.-Israel,SSA,gpt-3.5-turbo,0.5,15,15,0
Japan-Philippines,SSA,gpt-3.5-turbo,0.5,12,12,0
U.S.A.-Canada,SSA,gpt-3.5-turbo,0.5,18,15,3
U.S.S.R.-Israel,SSA,gpt-3.5-turbo,0.5,5,5,0
England-Ireland,SSA,gpt-3.5-turbo,0.5,15,12,3
Germany-Austria,SSA,gpt-3.5-turbo,0.5,16,17,-1
U.S.S.R.-France,SSA,gpt-3.5-turbo,0.5,10,8,2
Belgium-Luxembourg,SSA,gpt-3.5-turbo,0.5,15,15,0
U.S.A.-U.S.S.R.,SSA,gpt-3.5-turbo,0.5,10,10,0
China-North Korea,SSA,gpt-3.5-turbo,0.5,15,15,0
India-Sri Lanka,SSA,gpt-3.5-turbo,0.5,15,15,0
U.S.A.-France,SSA,gpt-3.5-turbo,0.5,15,15,0
U.S.S.R.-Cuba,SSA,gpt-3.5-turbo,0.5,15,15,0
England-Jordan,SSA,gpt-3.5-turbo,0.5,10,10,0
France-Israel,SSA,gpt-3.5-turbo,0.5,14,14,0
U.S.A.-Germany,SSA,gpt-3.5-turbo,0.5,15,15,0
U.S.S.R.-Syria,SSA,gpt-3.5-turbo,0.5,8,10,-2
France-Algeria,SSA,gpt-3.5-turbo,0.5,12,12,0
U.S.A.-Mexico,SSA,gpt-3.5-turbo,1.0,15,15,0
U.S.S.R.-Poland,SSA,gpt-3.5-turbo,1.0,10,10,0
China-Albania,SSA,gpt-3.5-turbo,1.0,6,10,-4
U.S.A.-Israel,SSA,gpt-3.5-turbo,1.0,15,15,0
Japan-Philippines,SSA,gpt-3.5-turbo,1.0,14,12,2
U.S.A.-Canada,SSA,gpt-3.5-turbo,1.0,18,15,3
U.S.S.R.-Israel,SSA,gpt-3.5-turbo,1.0,6,5,1
England-Ireland,SSA,gpt-3.5-turbo,1.0,10,12,-2
Germany-Austria,SSA,gpt-3.5-turbo,1.0,15,18,-3
U.S.S.R.-France,SSA,gpt-3.5-turbo,1.0,12,5,7
Belgium-Luxembourg,SSA,gpt-3.5-turbo,1.0,16,15,1
U.S.A.-U.S.S.R.,SSA,gpt-3.5-turbo,1.0,10,8,2
China-North Korea,SSA,gpt-3.5-turbo,1.0,15,15,0
India-Sri Lanka,SSA,gpt-3.5-turbo,1.0,14,15,-1
U.S.A.-France,SSA,gpt-3.5-turbo,1.0,15,15,0
U.S.S.R.-Cuba,SSA,gpt-3.5-turbo,1.0,15,8,7
England-Jordan,SSA,gpt-3.5-turbo,1.0,7,10,-3
France-Israel,SSA,gpt-3.5-turbo,1.0,12,10,2
U.S.A.-Germany,SSA,gpt-3.5-turbo,1.0,14,15,-1
U.S.S.R.-Syria,SSA,gpt-3.5-turbo,1.0,10,10,0
France-Algeria,SSA,gpt-3.5-turbo,1.0,15,10,5
U.S.A.-Mexico,SSA,gpt-3.5-turbo,1.5,15,15,0
U.S.S.R.-Poland,SSA,gpt-3.5-turbo,1.5,12,12,0
China-Albania,SSA,gpt-3.5-turbo,1.5,8,7,1
U.S.A.-Israel,SSA,gpt-3.5-turbo,1.5,15,17,-2
Japan-Philippines,SSA,gpt-3.5-turbo,1.5,10,13,-3
U.S.A.-Canada,SSA,gpt-3.5-turbo,1.5,18,15,3
U.S.S.R.-Israel,SSA,gpt-3.5-turbo,1.5,8,8,0
England-Ireland,SSA,gpt-3.5-turbo,1.5,15,10,5
Germany-Austria,SSA,gpt-3.5-turbo,1.5,17,16,1
U.S.S.R.-France,SSA,gpt-3.5-turbo,1.5,8,7,1
Belgium-Luxembourg,SSA,gpt-3.5-turbo,1.5,14,15,-1
U.S.A.-U.S.S.R.,SSA,gpt-3.5-turbo,1.5,12,10,2
China-North Korea,SSA,gpt-3.5-turbo,1.5,12,12,0
India-Sri Lanka,SSA,gpt-3.5-turbo,1.5,12,15,-3
U.S.A.-France,SSA,gpt-3.5-turbo,1.5,14,12,2
U.S.S.R.-Cuba,SSA,gpt-3.5-turbo,1.5,15,15,0
England-Jordan,SSA,gpt-3.5-turbo,1.5,8,10,-2
France-Israel,SSA,gpt-3.5-turbo,1.5,14,15,-1
U.S.A.-Germany,SSA,gpt-3.5-turbo,1.5,16,16,0
U.S.S.R.-Syria,SSA,gpt-3.5-turbo,1.5,8,12,-4
France-Algeria,SSA,gpt-3.5-turbo,1.5,10,12,-2
U.S.A.-Mexico,SSD,llama2_70B,0.001,10,10,0
U.S.S.R.-Poland,SSD,llama2_70B,0.001,10,10,0
China-Albania,SSD,llama2_70B,0.001,8,10,-2
U.S.A.-Israel,SSD,llama2_70B,0.001,10,12,-2
Japan-Philippines,SSD,llama2_70B,0.001,10,10,0
U.S.A.-Canada,SSD,llama2_70B,0.001,12,12,0
U.S.S.R.-Israel,SSD,llama2_70B,0.001,10,10,0
England-Ireland,SSD,llama2_70B,0.001,12,12,0
Germany-Austria,SSD,llama2_70B,0.001,12,12,0
U.S.S.R.-France,SSD,llama2_70B,0.001,10,10,0
Belgium-Luxembourg,SSD,llama2_70B,0.001,15,12,3
U.S.A.-U.S.S.R.,SSD,llama2_70B,0.001,10,10,0
China-North Korea,SSD,llama2_70B,0.001,12,12,0
India-Sri Lanka,SSD,llama2_70B,0.001,12,12,0
U.S.A.-France,SSD,llama2_70B,0.001,10,10,0
U.S.S.R.-Cuba,SSD,llama2_70B,0.001,12,12,0
England-Jordan,SSD,llama2_70B,0.001,8,10,-2
France-Israel,SSD,llama2_70B,0.001,10,10,0
U.S.A.-Germany,SSD,llama2_70B,0.001,10,10,0
U.S.S.R.-Syria,SSD,llama2_70B,0.001,10,10,0
France-Algeria,SSD,llama2_70B,0.001,10,10,0
U.S.A.-Mexico,SSD,llama2_70B,0.5,10,10,0
U.S.S.R.-Poland,SSD,llama2_70B,0.5,10,8,2
China-Albania,SSD,llama2_70B,0.5,8,10,-2
U.S.A.-Israel,SSD,llama2_70B,0.5,10,12,-2
Japan-Philippines,SSD,llama2_70B,0.5,10,10,0
U.S.A.-Canada,SSD,llama2_70B,0.5,12,12,0
U.S.S.R.-Israel,SSD,llama2_70B,0.5,10,10,0
England-Ireland,SSD,llama2_70B,0.5,12,12,0
Germany-Austria,SSD,llama2_70B,0.5,15,15,0
U.S.S.R.-France,SSD,llama2_70B,0.5,10,10,0
Belgium-Luxembourg,SSD,llama2_70B,0.5,12,15,-3
U.S.A.-U.S.S.R.,SSD,llama2_70B,0.5,10,10,0
China-North Korea,SSD,llama2_70B,0.5,12,12,0
India-Sri Lanka,SSD,llama2_70B,0.5,12,12,0
U.S.A.-France,SSD,llama2_70B,0.5,10,10,0
U.S.S.R.-Cuba,SSD,llama2_70B,0.5,12,12,0
England-Jordan,SSD,llama2_70B,0.5,10,10,0
France-Israel,SSD,llama2_70B,0.5,10,10,0
U.S.A.-Germany,SSD,llama2_70B,0.5,10,10,0
U.S.S.R.-Syria,SSD,llama2_70B,0.5,8,10,-2
France-Algeria,SSD,llama2_70B,0.5,10,10,0
U.S.A.-Mexico,SSD,llama2_70B,1.0,10,10,0
U.S.S.R.-Poland,SSD,llama2_70B,1.0,10,8,2
